kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K15458,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K15452,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15453,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15450,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15451,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15456,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K15457,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K15454,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15455,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K13582,Cellular Processes,Cell growth and death,,,,
K13583,Cellular Processes,Cell growth and death,,,,
K13580,,,,unknown,,
K13581,Cellular Processes,Cell growth and death,,,,
K13587,Environmental Information Processing,Signal transduction,,,,
K13584,Environmental Information Processing,Signal transduction,,,,
K13588,Environmental Information Processing,Signal transduction,,,,
K13589,Environmental Information Processing,Signal transduction,,,,
K09246,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09247,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09244,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09242,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09243,Cellular Processes,Transport and catabolism,,,,
K09240,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09241,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09248,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09249,,,KEGG modules [BR:ko00002],ko00002,,
K02052,,,KEGG modules [BR:ko00002],ko00002,,
K02053,,,KEGG modules [BR:ko00002],ko00002,,
K02050,,,KEGG modules [BR:ko00002],ko00002,,
K05555,Metabolism,Metabolism of terpenoids and polyketides,,,,
K02056,,,KEGG modules [BR:ko00002],ko00002,,
K02057,,,KEGG modules [BR:ko00002],ko00002,,
K02054,,,KEGG modules [BR:ko00002],ko00002,,
K02055,,,KEGG modules [BR:ko00002],ko00002,,
K02058,,,KEGG modules [BR:ko00002],ko00002,,
K05559,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03895,Metabolism,Amino acid metabolism,,,,
K03894,Metabolism,Amino acid metabolism,,,,
K03897,Metabolism,Amino acid metabolism,,,,
K03896,Metabolism,Amino acid metabolism,,,,
K03893,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03892,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03899,Organismal Systems,Immune system,,,,
K03898,Organismal Systems,Immune system,,,,
K05343,Metabolism,Carbohydrate metabolism,,,,
K02422,Cellular Processes,Cell motility,,,,
K05341,Metabolism,Carbohydrate metabolism,,,,
K12989,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12988,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08116,,,Proteoglycans [BR:ko00535],ko00535,Metabolism,Glycan biosynthesis and metabolism
K12981,Metabolism,Glycan biosynthesis and metabolism,,,,
K09611,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12983,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12982,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12985,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12984,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12987,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05346,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K13854,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13855,Organismal Systems,Digestive system,,,,
K13856,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13850,Human Diseases,Infectious diseases,,,,
K03098,,,Exosome [BR:ko04147],ko04147,Cellular Processes,Transport and catabolism
K13853,Metabolism,Overview,,,,
K03095,,,,unknown,,
K03094,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03097,Genetic Information Processing,Translation,,,,
K02424,Environmental Information Processing,Membrane transport,,,,
K03091,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K03090,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K03093,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K03092,Environmental Information Processing,Signal transduction,,,,
K06117,Metabolism,Lipid metabolism,,,,
K06116,Metabolism,Lipid metabolism,,,,
K06115,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K06114,Cellular Processes,Cell growth and death,,,,
K06113,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06112,Environmental Information Processing,Signal transduction,,,,
K06111,Cellular Processes,Cellular commiunity,,,,
K09610,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05349,Metabolism,Carbohydrate metabolism,,,,
K06119,Metabolism,Lipid metabolism,,,,
K06118,Metabolism,Carbohydrate metabolism,,,,
K12183,Cellular Processes,Transport and catabolism,,,,
K12182,Cellular Processes,Transport and catabolism,,,,
K12185,Cellular Processes,Transport and catabolism,,,,
K12189,Cellular Processes,Transport and catabolism,,,,
K08118,,,Proteoglycans [BR:ko00535],ko00535,Metabolism,Glycan biosynthesis and metabolism
K05716,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06953,,,,unknown,,
K05711,Metabolism,Overview,,,,
K08838,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03773,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05713,Metabolism,Overview,,,,
K06952,,,,unknown,,
K04844,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11984,Genetic Information Processing,Transcription,,,,
K11633,Environmental Information Processing,Signal transduction,,,,
K11630,Environmental Information Processing,Signal transduction,,,,
K11631,Environmental Information Processing,Membrane transport,,,,
K11636,Environmental Information Processing,Signal transduction,,,,
K11637,Environmental Information Processing,Signal transduction,,,,
K11634,Environmental Information Processing,Signal transduction,,,,
K11635,Environmental Information Processing,Signal transduction,,,,
K11638,Environmental Information Processing,Signal transduction,,,,
K11639,Environmental Information Processing,Signal transduction,,,,
K10583,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10582,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10581,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10587,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10586,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10589,Genetic Information Processing,"Folding, sorting and degradation",,,,
K06950,,,,unknown,,
K07572,,,,unknown,,
K07573,Genetic Information Processing,"Folding, sorting and degradation",,,,
K07570,,,,unknown,,
K07571,,,,unknown,,
K07576,,,,unknown,,
K07577,,,,unknown,,
K07574,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K07575,,,,unknown,,
K07578,,,,unknown,,
K07579,,,,unknown,,
K11189,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K06957,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11184,,,,unknown,,
K11185,Metabolism,Metabolism of other amino acids,,,,
K11186,Metabolism,Metabolism of other amino acids,,,,
K11187,Cellular Processes,Transport and catabolism,,,,
K11180,Metabolism,Energy metabolism,,,,
K11181,Metabolism,Energy metabolism,,,,
K10769,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10764,Metabolism,Energy metabolism,,,,
K10763,,,DNA replication proteins [BR:ko03032],ko03032,Genetic Information Processing,Replication and repair
K10762,,,,unknown,,
K10761,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10760,Metabolism,Metabolism of terpenoids and polyketides,,,,
K01938,Metabolism,Overview,,,,
K01939,Metabolism,Nucleotide metabolism,,,,
K01934,Metabolism,Metabolism of cofactors and vitamins,,,,
K01935,Metabolism,Metabolism of cofactors and vitamins,,,,
K01937,Metabolism,Nucleotide metabolism,,,,
K01930,Metabolism,Metabolism of cofactors and vitamins,,,,
K01933,Metabolism,Nucleotide metabolism,,,,
K01169,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07798,Environmental Information Processing,Signal transduction,,,,
K07799,Environmental Information Processing,Signal transduction,,,,
K07796,Environmental Information Processing,Signal transduction,,,,
K07797,Environmental Information Processing,Signal transduction,,,,
K07794,Environmental Information Processing,Signal transduction,,,,
K07795,Environmental Information Processing,Signal transduction,,,,
K07792,Environmental Information Processing,Signal transduction,,,,
K07793,Environmental Information Processing,Signal transduction,,,,
K07790,Environmental Information Processing,Signal transduction,,,,
K07791,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K04407,Environmental Information Processing,Signal transduction,,,,
K06955,,,,unknown,,
K04406,Environmental Information Processing,Signal transduction,,,,
K02356,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K06379,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00968,Metabolism,Lipid metabolism,,,,
K06378,,,,unknown,,
K14960,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09817,Environmental Information Processing,Membrane transport,,,,
K15788,Metabolism,Carbohydrate metabolism,,,,
K09816,Environmental Information Processing,Membrane transport,,,,
K15789,Metabolism,Amino acid metabolism,,,,
K09815,Environmental Information Processing,Membrane transport,,,,
K09814,Environmental Information Processing,Membrane transport,,,,
K09813,Environmental Information Processing,Membrane transport,,,,
K13110,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K09811,Environmental Information Processing,Membrane transport,,,,
K06370,,,,unknown,,
K01246,Genetic Information Processing,Replication and repair,,,,
K01247,Genetic Information Processing,Replication and repair,,,,
K01244,Metabolism,Amino acid metabolism,,,,
K01245,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01243,Metabolism,Overview,,,,
K01240,Metabolism,Nucleotide metabolism,,,,
K01241,Metabolism,Nucleotide metabolism,,,,
K14536,Genetic Information Processing,Translation,,,,
K08817,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02919,Genetic Information Processing,Translation,,,,
K02913,Genetic Information Processing,Translation,,,,
K02912,Genetic Information Processing,Translation,,,,
K02911,Genetic Information Processing,Translation,,,,
K02910,Genetic Information Processing,Translation,,,,
K05637,Environmental Information Processing,Signal transduction,,,,
K05636,Environmental Information Processing,Signal transduction,,,,
K02915,Genetic Information Processing,Translation,,,,
K02914,Genetic Information Processing,Translation,,,,
K00228,Metabolism,Metabolism of cofactors and vitamins,,,,
K00227,Metabolism,Lipid metabolism,,,,
K09857,,,,unknown,,
K00223,Metabolism,Lipid metabolism,,,,
K00222,Metabolism,Lipid metabolism,,,,
K00221,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00220,Metabolism,Overview,,,,
K01799,Metabolism,Carbohydrate metabolism,,,,
K01068,Metabolism,Lipid metabolism,,,,
K01069,Metabolism,Carbohydrate metabolism,,,,
K15842,Human Diseases,Infectious diseases,,,,
K01062,Metabolism,Lipid metabolism,,,,
K01063,Metabolism,Metabolism of terpenoids and polyketides,,,,
K01060,Metabolism,Biosynthesis of other secondary metabolites,,,,
K01061,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K01794,Metabolism,Glycan biosynthesis and metabolism,,,,
K01795,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01796,Metabolism,Lipid metabolism,,,,
K09856,,,,unknown,,
K05499,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K14468,Metabolism,Overview,,,,
K14464,Metabolism,Glycan biosynthesis and metabolism,,,,
K14465,Metabolism,Overview,,,,
K14467,Metabolism,Overview,,,,
K14461,Organismal Systems,Digestive system,,,,
K14462,Organismal Systems,Digestive system,,,,
K02994,Genetic Information Processing,Translation,,,,
K13972,Human Diseases,Infectious diseases,,,,
K04441,Environmental Information Processing,Signal transduction,,,,
K02261,Metabolism,Energy metabolism,,,,
K02260,Metabolism,Energy metabolism,,,,
K02263,Metabolism,Energy metabolism,,,,
K02262,Metabolism,Energy metabolism,,,,
K09718,,,,unknown,,
K02267,Metabolism,Energy metabolism,,,,
K02266,Metabolism,Energy metabolism,,,,
K03793,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03790,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03791,,,,unknown,,
K03796,,,,unknown,,
K03797,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03794,Metabolism,Metabolism of cofactors and vitamins,,,,
K03795,Metabolism,Metabolism of cofactors and vitamins,,,,
K03798,,,KEGG modules [BR:ko00002],ko00002,,
K03799,,,KEGG modules [BR:ko00002],ko00002,,
K09991,,,,unknown,,
K13119,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K13118,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K13449,Environmental Information Processing,Signal transduction,,,,
K13448,Organismal Systems,Environmental adaptation,,,,
K13115,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K13114,Genetic Information Processing,Translation,,,,
K13117,,,KEGG modules [BR:ko00002],ko00002,,
K13444,Cellular Processes,Transport and catabolism,,,,
K13111,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K13442,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13113,Organismal Systems,Aging,,,,
K13112,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K12538,,,KEGG modules [BR:ko00002],ko00002,,
K12539,Environmental Information Processing,Membrane transport,,,,
K12530,Environmental Information Processing,Signal transduction,,,,
K12531,Environmental Information Processing,Signal transduction,,,,
K12532,Environmental Information Processing,Signal transduction,,,,
K12534,,,KEGG modules [BR:ko00002],ko00002,,
K12535,,,KEGG modules [BR:ko00002],ko00002,,
K12536,Environmental Information Processing,Membrane transport,,,,
K12537,,,KEGG modules [BR:ko00002],ko00002,,
